industry_desc,ind_code,year,emp_code,est_number,total_employment,paid_employees,total_income,total_exp,compensation,other_exp,value_of_output,intermediate_exp,value_added,tf_assets,change_inv,subsidy,commerce_transaction
Manufacture of prepared animal feeds,1564,2016,B,71,1027,1027,1185293.00,936750.00,92615.00,844135.00,1183210.00,703216.00,452085.00,0.00,42263.00,0.00,0.00
Manufacture of sporting gloves and mitts,15381,2016,A,5,1185,1184,1991570.00,1809409.00,356408.00,1453001.00,1981861.00,1301103.00,568966.00,1500.00,42483.00,0.00,0.00
"Manufacture of pulp, paper and paperboard, n.e.c.",15143,2016,A,11,903,895,7783655.00,6810802.00,460306.00,6350497.00,7865097.00,4994957.00,1883753.00,224313.00,284562.00,0.00,0.00
Manufacture of unit air-conditioners,15324,2016,A,11,1205,1205,12905250.00,10042724.00,865106.00,9177618.00,11332194.00,6228233.00,3901679.00,55429.00,171733.00,0.00,0.00
Cassava flour milling,1533,2016,A,3,137,137,208852.00,206493.00,22829.00,183664.00,238793.00,175709.00,47495.00,25593.00,26239.00,0.00,0.00
Manufacture of switch gear and switchboard apparatus,15284,2016,A,6,642,642,1459499.00,1397118.00,109797.00,1287322.00,1460394.00,1190609.00,207191.00,6455.00,71717.00,0.00,0.00
"Manufacture of steam generators, except central heating hot water boilers",15246,2016,A,6,1314,1314,2187983.00,1655846.00,622070.00,1033776.00,2077140.00,616821.00,1297710.00,86230.00,69469.00,0.00,0.00
Manufacture of bodies (coachwork) for motor vehicles,15351,2016,A,13,805,789,2934062.00,2753538.00,196870.00,2556668.00,2850371.00,2240105.00,541740.00,16488.00,-958.00,0.00,0.00
Printing,15149,2016,A,316,15855,15835,29751785.00,25905731.00,3613261.00,22292470.00,28835586.00,16729429.00,10227484.00,884543.00,243222.00,0.00,0.00
Drying of fish and other marine products,154,2016,B,52,481,275,79478.00,65476.00,8672.00,56804.00,80328.00,52762.00,23230.00,139.00,777.00,0.00,0.00
Manufacture of electric ignition or starting equipment for internal combustion engines,15353,2016,B,4,33,32,39815.00,33473.00,2267.00,31206.00,39821.00,26853.00,9348.00,0.00,781.00,0.00,0.00
Manufacture of printing ink,15174,2016,A,15,1177,1177,4040568.00,3681456.00,291926.00,3389531.00,4040566.00,3152952.00,777455.00,29586.00,200673.00,0.00,0.00
Manufacture of ethanol,15158,2016,A,4,623,621,4519722.00,4986828.00,168688.00,4818139.00,4184858.00,3723392.00,260147.00,185672.00,-155215.00,0.00,0.00
Casting/foundry of steel,15237,2016,A,7,609,609,1292789.00,1177271.00,204697.00,972574.00,1260544.00,693619.00,336001.00,55367.00,-7921.00,0.00,0.00
Manufacture of charcoal outside the forest,15131,2016,B,13,127,110,257852.00,211773.00,11705.00,200068.00,258142.00,194383.00,62372.00,0.00,4532.00,0.00,0.00
"Non-ferrous rolling, drawing and extrusion mills",15233,2016,B,5,70,70,123421.00,104636.00,13560.00,91076.00,122133.00,78808.00,35992.00,1399.00,4676.00,0.00,0.00
Manufacture of lime,15216,2016,A,5,311,311,1039718.00,913697.00,46280.00,867418.00,1036024.00,606282.00,319645.00,20194.00,-44006.00,0.00,0.00
Manufacture of parts and accessories for motor vehicles and their engines,15354,2016,B,43,308,308,1771495.00,1682378.00,58286.00,1624091.00,1777631.00,1532294.00,159750.00,0.00,164180.00,0.00,0.00
Manufacture of other builders' carpentry and joinery; millworking,15128,2016,A,13,4324,4320,32407015.00,27139314.00,1059178.00,26080136.00,32044819.00,24809422.00,6651299.00,266690.00,311925.00,0.00,0.00
Manufacture of embroidered fabrics,1593,2016,B,18,247,240,95877.00,88463.00,16365.00,72098.00,90238.00,59904.00,27348.00,0.00,9114.00,0.00,0.00
"Manufacture of hats, gloves, handkerchiefs, neckwear and belts regardless of material",15102,2016,B,10,135,135,8296.00,6070.00,2671.00,3399.00,8671.00,2717.00,5531.00,0.00,674.00,0.00,0.00
"Manufacture of perishable prepared foods of fruit and vegetables, such as: salad, peeled or cut vegetables, tofu (bean curd)",1516,2016,B,15,152,128,126503.00,119933.00,8430.00,111503.00,126374.00,94871.00,21016.00,0.00,908.00,0.00,0.00
Manufacture of weighing machines except scientific weighing apparatus used for laboratories,15322,2016,B,17,202,181,436224.00,531145.00,34245.00,496901.00,371476.00,411564.00,-52705.00,140.00,-106372.00,0.00,0.00
Manufacture of fertilizers and nitrogen compounds,15166,2016,A,7,726,705,18951194.00,17666981.00,600916.00,17066065.00,18657759.00,14169442.00,2561175.00,258431.00,-645543.00,0.00,850907.00
Manufacture of imitation of jewelry and related articles,15377,2016,A,11,510,496,189478.00,191939.00,55725.00,136214.00,184609.00,113162.00,62567.00,0.00,-3.00,0.00,0.00
Manufacture of packing and wrapping machinery,15325,2016,A,4,227,227,369705.00,314684.00,53682.00,261001.00,350219.00,204963.00,115652.00,4286.00,12379.00,0.00,0.00
Retreading and rebuilding of tires,15191,2016,A,5,243,240,197701.00,164042.00,34423.00,129618.00,173174.00,99110.00,79079.00,7178.00,6266.00,0.00,0.00
Canning/packing of fish and other marine products,153,2016,B,12,108,108,465971.00,458159.00,15970.00,442189.00,463207.00,339830.00,46406.00,0.00,-99540.00,0.00,0.00
"Manufacture of prosthetic appliances, artificial teeth made to order",15390,2016,A,4,475,466,379584.00,308530.00,128690.00,179840.00,385320.00,132893.00,223936.00,1356.00,-8665.00,0.00,0.00
Manufacture of printing ink,15174,2016,B,6,39,39,48650.00,47068.00,5864.00,41204.00,47759.00,37878.00,8187.00,29650.00,-5103.00,0.00,0.00
Manufacture of abrasive products,15223,2016,A,3,544,544,1516258.00,1477687.00,130410.00,1347277.00,1508266.00,1282967.00,192860.00,6263.00,-6630.00,0.00,0.00
Manufacture of cigarette lighters,15404,2016,B,23,263,258,48849.00,36881.00,16271.00,20610.00,48147.00,11994.00,31508.00,110.00,-4141.00,0.00,0.00
Manufacture of rubber shoes,15113,2016,B,4,56,56,11872.00,11318.00,6527.00,4792.00,12950.00,4349.00,7276.00,700.00,-451.00,0.00,0.00
Manufacture of cigarette lighters,15404,2016,A,7,576,576,2146104.00,1626005.00,204168.00,1421837.00,2090111.00,982090.00,875413.00,51302.00,-17495.00,0.00,0.00
"Manufacture of ice cream and sherbet, ice drop, ice candy and other flavored ices",1529,2016,B,53,358,358,191524.00,165277.00,21308.00,143969.00,191506.00,132970.00,53070.00,0.00,6199.00,0.00,0.00
"Processing, preserving and canning of fish, crustacean and mollusks, n.e.c. manufacture of fishball, etc.",1510,2016,A,35,2868,2835,4608691.00,4451538.00,340056.00,4111482.00,4637519.00,3752068.00,588463.00,78160.00,24976.00,0.00,0.00
"Manufacture of other architectural and related metal work (e.g., doors, windows, shutters, gates, etc.)",15243,2016,A,60,3079,3074,3838126.00,3578729.00,494268.00,3084461.00,3830640.00,2735401.00,896797.00,37228.00,83877.00,0.00,0.00
Manufacture of textile machinery,15342,2016,B,5,44,44,25620.00,20452.00,5612.00,14840.00,25874.00,12927.00,11721.00,1570.00,233.00,0.00,0.00
Manufacture of electrical transformers,15283,2016,A,22,3897,3888,5611394.00,5366475.00,847092.00,4519383.00,5183783.00,3191771.00,1704618.00,86535.00,701217.00,0.00,0.00
Custom dressmaking,15105,2016,A,9,292,292,115248.00,98451.00,33222.00,65229.00,116328.00,59266.00,51674.00,600.00,4180.00,0.00,0.00
Production of fishmeal/prawn feeds,158,2016,A,7,809,801,5264574.00,4944411.00,199914.00,4744497.00,5214793.00,4325137.00,651672.00,25598.00,-51285.00,0.00,0.00
Manufacture of cement,15215,2016,A,14,3623,3619,112272419.00,88599847.00,2939343.00,85660504.00,108012559.00,56894269.00,36359097.00,4536851.00,2185153.00,0.00,0.00
"Manufacture of sugar, n.e.c.",1547,2016,B,13,148,148,138780.00,123932.00,26423.00,97509.00,139371.00,78416.00,47163.00,0.00,2118.00,0.00,0.00
Manufacture of wooden containers,15129,2016,A,7,268,264,244463.00,220138.00,24384.00,195754.00,245298.00,175450.00,59934.00,60.00,-6220.00,50.00,0.00
"Electrotyping, stereotyping and photoengraving",15150,2016,B,7,73,70,29240.00,27039.00,9075.00,17964.00,29478.00,12537.00,15121.00,432.00,-600.00,0.00,0.00
Manufacture of chocolate and cocoa products including chocolate candies,1548,2016,A,7,825,825,2597114.00,2420008.00,328934.00,2091074.00,2599627.00,1637468.00,683855.00,60823.00,-52253.00,0.00,0.00
Manufacture of desiccated coconut,1519,2016,B,8,41,40,41869.00,35645.00,5795.00,29850.00,41828.00,28565.00,12393.00,0.00,0.00,0.00,0.00
Manufacture of worked lumber,15122,2016,A,5,431,431,777118.00,770358.00,81508.00,688850.00,808790.00,603538.00,136332.00,13734.00,18064.00,0.00,0.00
"Manufacture of derricks, lifting and handling equipment for construction and mining",15315,2016,A,5,336,336,418300.00,297119.00,121424.00,175696.00,383529.00,82027.00,237972.00,7655.00,-13665.00,0.00,0.00
"Manufacture of appliance cords, extension cords, and other electrical cord",15304,2016,A,14,3712,3712,8046086.00,7438567.00,1088915.00,6349652.00,7975416.00,4708333.00,2394299.00,177829.00,87937.00,24629.00,0.00
"Manufacture of partitions, shelves, lockers and office and store fixtures",15370,2016,A,15,875,875,813097.00,764980.00,174629.00,590351.00,802065.00,522966.00,247647.00,1048.00,-1668.00,0.00,0.00
Manufacture of candles,15396,2016,B,20,214,165,127048.00,106068.00,3022.00,103046.00,128018.00,102910.00,24779.00,0.00,1238.00,0.00,0.00
"Production of crude vegetable oil, cake and meals, other than virgin coconut oil (see class 1041)",1521,2016,B,3,29,29,29958.00,28062.00,4219.00,23843.00,29601.00,10482.00,11598.00,0.00,-226.00,0.00,0.00
"Manufacture of other products of wood; manufacture of articles of cork and plaiting materials, except furniture, n.e.c.",16136,2016,B,29,214,166,12351.00,11151.00,4814.00,6337.00,11985.00,2966.00,6549.00,4400.00,220.00,0.00,0.00
"Manufacture of explosives, fireworks and firecrackers",15180,2016,A,3,933,932,3214178.00,2762204.00,304483.00,2457720.00,3207685.00,1827986.00,821361.00,526.00,38868.00,0.00,0.00
"Operation of steel works and rolling mills, n.e.c.",15230,2016,A,3,399,399,2163121.00,1993702.00,84071.00,1909632.00,2132402.00,1700456.00,317695.00,2256.00,-62397.00,0.00,0.00
Repair of electronic and optical equipment,15408,2016,B,4,20,20,1600.00,15575.00,7025.00,8550.00,1600.00,1529.00,-5906.00,0.00,0.00,0.00,0.00
Spinning,1578,2016,B,14,156,156,76424.00,74486.00,6345.00,68141.00,70426.00,54292.00,11262.00,458.00,-6260.00,0.00,0.00
Finishing of textiles,1581,2016,B,43,445,411,161449.00,150429.00,31564.00,118865.00,163921.00,85798.00,45393.00,0.00,4490.00,0.00,0.00
Manufacture of pens and pencils of all kinds,15393,2016,A,5,273,273,926603.00,772071.00,85285.00,686787.00,894008.00,605420.00,225376.00,1771.00,44030.00,0.00,0.00
Manufacture of electric lamps fluorescent and fixtures,15292,2016,B,6,63,63,12838.00,12156.00,7204.00,4952.00,12950.00,3426.00,8802.00,0.00,668.00,0.00,0.00
Manufacture of fabricated wire products,16254,2016,B,16,172,172,669336.00,647445.00,33817.00,613628.00,669666.00,582993.00,62927.00,5443.00,-24331.00,0.00,0.00
Manufacture of waxes and polishing preparations,15178,2016,B,3,22,22,10560.00,9997.00,3324.00,6673.00,9585.00,3533.00,5007.00,0.00,-1427.00,0.00,0.00
Manufacture of machinery for food processing,15340,2016,B,5,39,39,18837.00,17933.00,2576.00,15357.00,20077.00,11500.00,6121.00,0.00,4271.00,0.00,0.00
"Manufacture of basic precious and other non-ferrous metals, n.e.c.",15235,2016,A,3,252,252,1386952.00,1043667.00,123643.00,920024.00,1406940.00,892784.00,475375.00,0.00,100567.00,0.00,0.00
Manufacture of household and personal hygiene paper and cellulose wadding products,15145,2016,B,8,132,132,28652.00,24653.00,10453.00,14200.00,41052.00,22370.00,15731.00,0.00,10581.00,0.00,0.00
Drying of fish and other marine products,154,2016,A,3,158,157,719029.00,698158.00,48264.00,649894.00,741755.00,549276.00,85101.00,141970.00,75259.00,0.00,0.00
Manufacture of malt liquors and malt,1568,2016,A,9,3831,3831,88809637.00,76795002.00,3511020.00,73283981.00,87923421.00,18338504.00,63091485.00,1738977.00,926959.00,0.00,0.00
Manufacture of virgin coconut oil,1518,2016,A,21,1490,1482,37849966.00,33917477.00,290200.00,33627277.00,38895288.00,34100792.00,4494371.00,70550.00,1889332.00,0.00,0.00
"Baking of biscuits cookies, crackers, pretzels and similar dry bakery products",1541,2016,A,36,17598,17592,57051121.00,44381037.00,3541327.00,40839710.00,56386333.00,34331080.00,18252733.00,1737678.00,847148.00,0.00,0.00
